MIDB300
CC OB_TYPE COORD_LAT_N COORD_LONG_E DATETIME_LAST_CHG BE_NUMBER NOMEN OPER_STATUS 
KN	A	40000000	128000000	19970100000000	290-	SA-2	NOP
KN	A	39500000	127500000	19970100000000	290-	SA-2	OPR
KN	A	39400000	127400000	19970100000000	290-	SA-3	NOP
KN	A	39200000	127200000	19970100000000	290-	SA-2	OPR
KN	A	39100000	127100000	19970100000000	290-1	SA-3	NOP
KN	A	39000000	127000000	19970100000000	290-2	SA-2	NOP
KN	A	38500000	126500000	19970100000000	290-3	SA-3	OPR
KN	A	38400000	126400000	19970100000000	290-4	SA-13	OPR
KN	A	38300000	126300000	19970100000000	290-5	SA-13	NOP
KN	A	40000000	128000000	19970100000000	290-	SA-2	OPR
KN	A	39500000	127500000	19970100000000	290-	SA-2	OPR
KN	A	39400000	127400000	19970100000000	290-	SA-3	NOP
KN	A	39300000	127300000	19970100000000	290-	SA-3	NOP
KN	A	39200000	127200000	19970100000000	290-	SA-2	OPR
KN	A	39100000	127100000	19970100000000	290-6	SA-3	NOP
KN	A	39000000	127000000	19970100000000	290-7	SA-2	NOP
KN	A	38500000	126500000	19970100000000	290-8	SA-3	OPR
KN	A	38400000	126400000	19970100000000	290-9	SA-13	NOP
KN	A	38300000	126300000	19970100000000	290-10	SA-13	NOP
KN	A	40000000	128000000	19970100000000	290-	SA-2	OPR
KN	A	39500000	127500000	19970100000000	290-	SA-2	OPR
KN	A	39400000	127400000	19970100000000	290-	SA-3	NOP
KN	A	39300000	127300000	19970100000000	290-	SA-3	NOP
KN	A	39200000	127200000	19970100000000	290-	SA-2	OPR
KN	A	39100000	127100000	19970100000000	290-11	SA-3	NOP
KN	A	39000000	127000000	19970100000000	290-12	SA-2	NOP
KN	A	38500000	126500000	19970100000000	290-13	SA-3	OPR
KN	A	38400000	126400000	19970100000000	290-14	SA-13	NOP
KN	A	38300000	126300000	19970100000000	290-15	SA-13	NOP
KN	A	40000000	128000000	19970100000000	290-	SA-2	OPR
KN	A	39500000	127500000	19970100000000	290-	SA-2	OPR
KN	A	39400000	127400000	19970100000000	290-	SA-3	NOP
KN	A	39300000	127300000	19970100000000	290-	SA-3	NOP
KN	A	39200000	127200000	19970100000000	290-	SA-2	OPR
KN	A	39100000	127100000	19970100000000	290-16	SA-3	NOP
KN	A	39000000	127000000	19970100000000	290-17	SA-2	NOP
KN	A	38500000	126500000	19970100000000	290-18	SA-3	OPR
KN	A	38400000	126400000	19970100000000	290-19	SA-13	NOP
KN	A	38300000	126300000	19970100000000	290-20	SA-13	NOP
KN	A	40000000	128000000	19970100000000	290-	SA-2	OPR
KN	A	39500000	127500000	19970100000000	290-	SA-2	OPR
KN	A	39300000	127300000	19970100000000	290-	SA-3	NOP
KN	A	39200000	127200000	19970100000000	290-	SA-2	OPR
KN	A	39100000	127100000	19970100000000	290-21	SA-3	NOP
KN	A	39000000	127000000	19970100000000	290-22	SA-2	NOP
KN	A	38500000	126500000	19970100000000	290-23	SA-3	OPR
KN	A	38300000	126300000	19970100000000	290-25	SA-13	NOP
KN	A	40000000	128000000	19970100000000	290-	SA-2	OPR
KN	A	39500000	127500000	19970100000000	290-	SA-2	NOP
KN	A	39400000	127400000	19970100000000	290-	SA-3	NOP
KN	A	39300000	127300000	19970100000000	290-	SA-3	NOP
KN	A	39200000	127200000	19970100000000	290-	SA-2	OPR
KN	A	39100000	127100000	19970100000000	290-26	SA-3	NOP
KN	A	39000000	127000000	19970100000000	290-27	SA-2	NOP
KN	A	38500000	126500000	19970100000000	290-28	SA-3	OPR
KN	A	38400000	126400000	19970100000000	290-29	SA-13	NOP
KN	A	38300000	126300000	19970100000000	290-30	SA-13	OPR
