  700.000   1.48352   0.00000   0.00000  10   1  80000001  0
  700.000   1.48352  15.00000   0.00000  10   1  80000002  0
  700.000   1.48352  30.00000   0.00000  10   1  80000003  0
  700.000   1.48352  45.00000   0.00000  10   1  80000004  0
  700.000   1.48352  60.00000   0.00000  10   1  80000005  0
  700.000   1.48352  75.00000   0.00000  10   1  80000006  0
  700.000   1.48352  90.00000   0.00000  10   1  80000007  0
  700.000   1.48352 105.00000   0.00000  10   1  80000008  0
  700.000   1.48352 120.00000   0.00000  10   1  80000009  0
  700.000   1.48352 135.00000   0.00000  10   1  80000010  0
  700.000   1.48352 150.00000   0.00000  10   1  80000011  0
  700.000   1.48352 165.00000   0.00000  10   1  80000012  0
  700.000   1.48352 180.00000   0.00000  10   1  80000013  0
  700.000   1.48352 195.00000   0.00000  10   1  80000014  0
  700.000   1.48352 210.00000   0.00000  10   1  80000015  0
  700.000   1.48352 225.00000   0.00000  10   1  80000016  0
  700.000   1.48352 240.00000   0.00000  10   1  80000017  0
  700.000   1.48352 255.00000   0.00000  10   1  80000018  0
  700.000   1.48352 270.00000   0.00000  10   1  80000019  0
  700.000   1.48352 285.00000   0.00000  10   1  80000020  0
  700.000   1.48352 300.00000   0.00000  10   1  80000021  0
  700.000   1.48352 315.00000   0.00000  10   1  80000022  0
  700.000   1.48352 330.00000   0.00000  10   1  80000023  0
  700.000   1.48352 345.00000   0.00000  10   1  80000024  0
