    1 59000.000000 59060.000000
    0
    2 59060.000000 59120.000000
    0
    3 59120.000000 59180.000000
    0
    4 59180.000000 59240.000000
    0
    5 59240.000000 59300.000000
    0
    6 59300.000000 59360.000000
    0
    7 59360.000000 59420.000000
    0
    8 59420.000000 59480.000000
    0
    9 59480.000000 59540.000000
    0
   10 59540.000000 59600.000000
    0
   11 59600.000000 59660.000000
    0
   12 59660.000000 59720.000000
    0
   13 59720.000000 59780.000000
    0
   14 59780.000000 59840.000000
    0
   15 59840.000000 59900.000000
    0
   16 59900.000000 59960.000000
    0
   17 59960.000000 60020.000000
    0
   18 60020.000000 60080.000000
    0
   19 60080.000000 60140.000000
    0
   20 60140.000000 60200.000000
    0
   21 60200.000000 60260.000000
    0
   22 60260.000000 60320.000000
    0
   23 60320.000000 60380.000000
    0
   24 60380.000000 60440.000000
    1
 2099 -885.735486 427.207841 6742.364731 -4.914083 4.889725 -0.929182 60344.036595
   25 60440.000000 60500.000000
    3
 2099 -1188.597818 730.519435 6669.088812 -4.784730 4.810465 -1.432578 60406.845102
 2098 -329.949808 521.972539 6782.575436 -4.928990 4.958543 -0.624788 60406.845102
 2097 -399.544377 696.783091 6750.892704 -6.335091 3.175984 -0.493625 60406.845102
   26 60500.000000 60560.000000
    4
 2099 -1473.489774 1017.968262 6567.651306 -4.678048 4.733041 -1.942656 60467.070263
 2098 -620.278668 819.325521 6729.865296 -4.820566 4.924761 -1.124426 60467.070263
 2097 -772.304059 881.725927 6690.389485 -6.140733 3.024529 -1.267430 60467.070263
 2096 -984.359408 -100.938817 6718.966125 -6.221705 1.721810 -1.028406 60467.070263
   27 60560.000000 60620.000000
    5
 2099 -1754.614075 1303.929949 6434.427760 -4.545815 4.643724 -2.448035 60527.983039
 2098 -911.080011 1116.057369 6645.170598 -4.728901 4.838250 -1.656197 60527.983039
 2097 -1146.123609 1064.979001 6597.945691 -6.091201 2.962443 -1.782432 60527.983039
 2096 -1385.330617 10.772234 6637.194857 -6.556702 1.834139 -1.608862 60527.983039
 2095 -481.351919 -323.689775 6779.292712 -6.703625 0.046493 -0.609298 60527.983039
   28 60620.000000 60680.000000
    6
 2099 -2026.232529 1582.412099 6271.853963 -4.410933 4.538167 -2.923541 60588.586516
 2098 -1196.518651 1406.221787 6529.845126 -4.680817 4.737131 -2.162643 60588.586516
 2097 -1512.735197 1242.448042 6474.972352 -6.003169 2.895168 -2.295033 60588.586516
 2096 -1776.336234 121.420273 6524.700340 -6.388715 1.827819 -2.112576 60588.586516
 2095 -895.424404 -322.711644 6733.745385 -6.870660 0.028709 -1.019293 60587.983039
 2094 -688.780105 505.718285 6754.623051 -6.813892 1.151419 -0.780617 60587.983039
   29 60680.000000 60740.000000
    7
 2099 -2287.090712 1852.145483 6080.783041 -4.231930 4.398266 -3.403022 60648.901737
 2098 -1474.177449 1688.034764 6385.057767 -4.538446 4.622802 -2.658344 60648.813497
 2097 -1869.956562 1412.660086 6322.431896 -5.895098 2.760127 -2.795007 60648.813497
 2096 -2156.942848 230.887553 6382.371242 -6.241067 1.821511 -2.610015 60648.813497
 2095 -1310.347033 -320.192148 6656.058220 -6.777560 0.054531 -1.530437 60648.813497
 2094 -1102.671615 576.727959 6691.744654 -6.777890 1.136004 -1.285964 60648.813497
 2093 -1206.539260 -142.402930 6701.396363 -6.795124 1.267183 -1.213285 60648.813497
   30 60740.000000 60800.000000
    8
 2099 -2535.895694 2111.883261 5862.328853 -4.042506 4.247099 -3.867904 60708.901737
 2098 -1748.608171 1965.272501 6208.089465 -4.426687 4.473013 -3.152096 60709.782471
 2097 -2222.261701 1578.335521 6137.617030 -5.705543 2.651293 -3.282864 60709.782471
 2096 -2525.853762 338.787438 6210.523544 -6.057469 1.780495 -3.107328 60708.813497
 2095 -1719.337808 -316.159851 6546.926781 -6.655750 0.084517 -2.048504 60709.670366
 2094 -1512.022844 645.233800 6597.229090 -6.666557 1.117026 -1.817319 60709.782471
 2093 -1611.922768 -66.873032 6614.527730 -6.610100 1.244722 -1.684138 60709.670366
 2092 nan nan nan nan nan nan 60709.782471
   31 60800.000000 60860.000000
    8
 2099 -2659.908549 2242.279528 5738.525273 -3.950907 4.163554 -4.113864 60739.901737
 2098 -1880.547621 2098.317294 6110.046969 -4.356233 4.390309 -3.379226 60739.782471
 2097 -2391.866863 1657.114572 6035.618335 -5.608802 2.601266 -3.527230 60739.782471
 2096 -2705.996540 392.232143 6113.547960 -5.954253 1.778379 -3.354234 60738.813497
 2095 -1918.154256 -313.552984 6481.664700 -6.601078 0.104547 -2.302786 60739.670366
 2094 -1710.844792 677.737037 6539.388475 -6.582138 1.071071 -2.060340 60739.782471
 2093 -1809.024332 -29.581514 6560.262782 -6.536842 1.238879 -1.934753 60739.670366
 2092 nan nan nan nan nan nan 60739.782471
   32 60860.000000 60920.000000
    8
 2099 -2890.046190 2486.348140 5478.483488 -3.715881 3.968231 -4.549143 60799.901737
 2098 -2137.664758 2356.799364 5892.195389 -4.193769 4.216698 -3.871670 60799.782471
 2097 -2722.171799 1808.510565 5810.232958 -5.401478 2.456736 -3.995673 60799.782471
 2096 -3059.926180 498.709695 5895.255406 -5.717198 1.740767 -3.848714 60799.462821
